2025-08-26 13:42:55 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000240FCA031A0>
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:20:06 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000025DFDEAEF20>
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:20:06 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:20:06 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:20:06 | ERROR | avanqard | TypeError
2025-08-26 14:20:06 | ERROR | avanqard | :
2025-08-26 14:20:06 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:29 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x000001167D446DE0>
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:29 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:29 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:29 | ERROR | avanqard | TypeError
2025-08-26 14:34:29 | ERROR | avanqard | :
2025-08-26 14:34:29 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:34:42 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000225E5CE6DE0>
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:34:42 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:34:42 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:34:42 | ERROR | avanqard | TypeError
2025-08-26 14:34:42 | ERROR | avanqard | :
2025-08-26 14:34:42 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | Traceback (most recent call last):
2025-08-26 14:41:28 | ERROR | avanqard |   File "d:\APP\single_instance.py", line 58, in enum_proc
2025-08-26 14:41:28 | ERROR | avanqard | if title_substr.lower() in title.lower():
2025-08-26 14:41:28 | ERROR | avanqard | TypeError
2025-08-26 14:41:28 | ERROR | avanqard | :
2025-08-26 14:41:28 | ERROR | avanqard | 'in <string>' requires string as left operand, not NoneType
2025-08-26 14:41:28 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x0000022EDFC3B1A0>
2025-08-26 14:41:28 | ERROR | avanqard | :
